name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-1810 b,3294,14.6 Earths,15.4,2021
Kepler-1811 b,4536,14.1 Earths,15.327,2021
Kepler-1812 b,4597,6.01 Earths,15.631,2021
Kepler-1813 b,,2.58 Earths,15.639,2021
Kepler-1814 b,2369,6.21 Earths,15.814,2021
Kepler-1815 b,3284,7.99 Earths,15.621,2021
Kepler-1816 b,1428,4.53 Earths,14.734,2021
Kepler-1817 b,2442,5.79 Earths,15.346,2021
Kepler-1818 b,3375,3.58 Earths,14.514,2021
Kepler-1799 b,7355,15.9 Earths,15.99,2021
Kepler-179 b,1976,3.33 Earths,14.772,2014
Kepler-179 c,1976,4.66 Earths,14.772,2014
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
Kepler-1800 b,1143,0.961 Earths,13.194,2021
Kepler-1801 b,2738,7.8 Earths,15.28,2021
Kepler-1802 b,2077,3.43 Earths,15.905,2021
Kepler-1802 c,2077,6 Earths,15.905,2021
Kepler-1804 b,1417,3.18 Earths,14.679,2021
Kepler-1805 b,723,3 Earths,15.536,2021
Kepler-1806 b,3190,6.15 Earths,16.173,2021
Kepler-1807 b,4238,7.77 Earths,14.127,2021
Kepler-1808 b,3334,9.4 Earths,15.424,2021
Kepler-1809 b,1336,2.9 Earths,14.271,2021
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-1810 b,3294,14.6 Earths,15.4,2021
Kepler-1811 b,4536,14.1 Earths,15.327,2021
Kepler-1812 b,4597,6.01 Earths,15.631,2021
Kepler-1813 b,,2.58 Earths,15.639,2021
Kepler-1814 b,2369,6.21 Earths,15.814,2021
Kepler-1815 b,3284,7.99 Earths,15.621,2021
Kepler-1816 b,1428,4.53 Earths,14.734,2021
Kepler-1817 b,2442,5.79 Earths,15.346,2021
Kepler-1818 b,3375,3.58 Earths,14.514,2021
Kepler-1799 b,7355,15.9 Earths,15.99,2021
Kepler-179 b,1976,3.33 Earths,14.772,2014
Kepler-179 c,1976,4.66 Earths,14.772,2014
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
Kepler-1800 b,1143,0.961 Earths,13.194,2021
Kepler-1801 b,2738,7.8 Earths,15.28,2021
Kepler-1802 b,2077,3.43 Earths,15.905,2021
Kepler-1802 c,2077,6 Earths,15.905,2021
Kepler-1804 b,1417,3.18 Earths,14.679,2021
Kepler-1805 b,723,3 Earths,15.536,2021
Kepler-1806 b,3190,6.15 Earths,16.173,2021
Kepler-1807 b,4238,7.77 Earths,14.127,2021
Kepler-1808 b,3334,9.4 Earths,15.424,2021
Kepler-1809 b,1336,2.9 Earths,14.271,2021
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-1810 b,3294,14.6 Earths,15.4,2021
Kepler-1811 b,4536,14.1 Earths,15.327,2021
Kepler-1812 b,4597,6.01 Earths,15.631,2021
Kepler-1813 b,,2.58 Earths,15.639,2021
Kepler-1814 b,2369,6.21 Earths,15.814,2021
Kepler-1815 b,3284,7.99 Earths,15.621,2021
Kepler-1816 b,1428,4.53 Earths,14.734,2021
Kepler-1817 b,2442,5.79 Earths,15.346,2021
Kepler-1818 b,3375,3.58 Earths,14.514,2021
Kepler-1799 b,7355,15.9 Earths,15.99,2021
Kepler-179 b,1976,3.33 Earths,14.772,2014
Kepler-179 c,1976,4.66 Earths,14.772,2014
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
Kepler-1800 b,1143,0.961 Earths,13.194,2021
Kepler-1801 b,2738,7.8 Earths,15.28,2021
Kepler-1802 b,2077,3.43 Earths,15.905,2021
Kepler-1802 c,2077,6 Earths,15.905,2021
Kepler-1804 b,1417,3.18 Earths,14.679,2021
Kepler-1805 b,723,3 Earths,15.536,2021
Kepler-1806 b,3190,6.15 Earths,16.173,2021
Kepler-1807 b,4238,7.77 Earths,14.127,2021
Kepler-1808 b,3334,9.4 Earths,15.424,2021
Kepler-1809 b,1336,2.9 Earths,14.271,2021
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-1810 b,3294,14.6 Earths,15.4,2021
Kepler-1811 b,4536,14.1 Earths,15.327,2021
Kepler-1812 b,4597,6.01 Earths,15.631,2021
Kepler-1813 b,,2.58 Earths,15.639,2021
Kepler-1814 b,2369,6.21 Earths,15.814,2021
Kepler-1815 b,3284,7.99 Earths,15.621,2021
Kepler-1816 b,1428,4.53 Earths,14.734,2021
Kepler-1817 b,2442,5.79 Earths,15.346,2021
Kepler-1818 b,3375,3.58 Earths,14.514,2021
Kepler-1799 b,7355,15.9 Earths,15.99,2021
Kepler-179 b,1976,3.33 Earths,14.772,2014
Kepler-179 c,1976,4.66 Earths,14.772,2014
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
Kepler-1800 b,1143,0.961 Earths,13.194,2021
Kepler-1801 b,2738,7.8 Earths,15.28,2021
Kepler-1802 b,2077,3.43 Earths,15.905,2021
Kepler-1802 c,2077,6 Earths,15.905,2021
Kepler-1804 b,1417,3.18 Earths,14.679,2021
Kepler-1805 b,723,3 Earths,15.536,2021
Kepler-1806 b,3190,6.15 Earths,16.173,2021
Kepler-1807 b,4238,7.77 Earths,14.127,2021
Kepler-1808 b,3334,9.4 Earths,15.424,2021
Kepler-1809 b,1336,2.9 Earths,14.271,2021
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-1810 b,3294,14.6 Earths,15.4,2021
Kepler-1811 b,4536,14.1 Earths,15.327,2021
Kepler-1812 b,4597,6.01 Earths,15.631,2021
Kepler-1813 b,,2.58 Earths,15.639,2021
Kepler-1814 b,2369,6.21 Earths,15.814,2021
Kepler-1815 b,3284,7.99 Earths,15.621,2021
Kepler-1816 b,1428,4.53 Earths,14.734,2021
Kepler-1817 b,2442,5.79 Earths,15.346,2021
Kepler-1818 b,3375,3.58 Earths,14.514,2021
Kepler-1799 b,7355,15.9 Earths,15.99,2021
Kepler-179 b,1976,3.33 Earths,14.772,2014
Kepler-179 c,1976,4.66 Earths,14.772,2014
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
Kepler-1800 b,1143,0.961 Earths,13.194,2021
Kepler-1801 b,2738,7.8 Earths,15.28,2021
Kepler-1802 b,2077,3.43 Earths,15.905,2021
Kepler-1802 c,2077,6 Earths,15.905,2021
Kepler-1804 b,1417,3.18 Earths,14.679,2021
Kepler-1805 b,723,3 Earths,15.536,2021
Kepler-1806 b,3190,6.15 Earths,16.173,2021
Kepler-1807 b,4238,7.77 Earths,14.127,2021
Kepler-1808 b,3334,9.4 Earths,15.424,2021
Kepler-1809 b,1336,2.9 Earths,14.271,2021
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-1810 b,3294,14.6 Earths,15.4,2021
Kepler-1811 b,4536,14.1 Earths,15.327,2021
Kepler-1812 b,4597,6.01 Earths,15.631,2021
Kepler-1813 b,,2.58 Earths,15.639,2021
Kepler-1814 b,2369,6.21 Earths,15.814,2021
Kepler-1815 b,3284,7.99 Earths,15.621,2021
Kepler-1816 b,1428,4.53 Earths,14.734,2021
Kepler-1817 b,2442,5.79 Earths,15.346,2021
Kepler-1818 b,3375,3.58 Earths,14.514,2021
Kepler-1819 b,4447,14.5 Earths,15.489,2021
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-1820 b,4650,9.9 Earths,15.759,2021
Kepler-1821 b,2609,7.24 Earths,14.795,2021
Kepler-1822 b,2928,7.5 Earths,15.804,2021
Kepler-1823 b,2365,5 Earths,13.477,2021
Kepler-1824 b,3393,6.26 Earths,14.976,2021
Kepler-1825 b,1403,2.61 Earths,14.605,2021
Kepler-1826 b,1099,2.78 Earths,16.83,2021
Kepler-1827 b,2239,4.1 Earths,13.228,2021
Kepler-1828 b,2844,5.13 Earths,14.985,2021
Kepler-1829 b,2218,6.71 Earths,15.218,2021
Kepler-182 b,5053,7.18 Earths,14.942,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-1830 b,3448,11.1 Earths,13.605,2021
Kepler-1831 b,3436,4.54 Earths,15.158,2021
Kepler-1832 b,1586,2.02 Earths,14.577,2021
Kepler-1833 b,1930,2.24 Earths,12.645,2021
Kepler-1834 b,1632,2.73 Earths,15.18,2021
Kepler-1835 b,4581,12.2 Earths,15.615,2021
Kepler-1836 b,4804,7.05 Earths,15.558,2021
Kepler-1837 b,4010,4.92 Earths,15.48,2021
Kepler-1838 b,1472,3.4 Earths,11.443,2021
Kepler-1839 b,3708,4.46 Earths,14.935,2021
Kepler-1819 b,4447,14.5 Earths,15.489,2021
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-1820 b,4650,9.9 Earths,15.759,2021
Kepler-1821 b,2609,7.24 Earths,14.795,2021
Kepler-1822 b,2928,7.5 Earths,15.804,2021
Kepler-1823 b,2365,5 Earths,13.477,2021
Kepler-1824 b,3393,6.26 Earths,14.976,2021
Kepler-1825 b,1403,2.61 Earths,14.605,2021
Kepler-1826 b,1099,2.78 Earths,16.83,2021
Kepler-1827 b,2239,4.1 Earths,13.228,2021
Kepler-1828 b,2844,5.13 Earths,14.985,2021
Kepler-1829 b,2218,6.71 Earths,15.218,2021
Kepler-182 b,5053,7.18 Earths,14.942,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-1830 b,3448,11.1 Earths,13.605,2021
Kepler-1831 b,3436,4.54 Earths,15.158,2021
Kepler-1832 b,1586,2.02 Earths,14.577,2021
Kepler-1833 b,1930,2.24 Earths,12.645,2021
Kepler-1834 b,1632,2.73 Earths,15.18,2021
Kepler-1835 b,4581,12.2 Earths,15.615,2021
Kepler-1836 b,4804,7.05 Earths,15.558,2021
Kepler-1837 b,4010,4.92 Earths,15.48,2021
Kepler-1838 b,1472,3.4 Earths,11.443,2021
Kepler-1839 b,3708,4.46 Earths,14.935,2021
Kepler-1819 b,4447,14.5 Earths,15.489,2021
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-1820 b,4650,9.9 Earths,15.759,2021
Kepler-1821 b,2609,7.24 Earths,14.795,2021
Kepler-1822 b,2928,7.5 Earths,15.804,2021
Kepler-1823 b,2365,5 Earths,13.477,2021
Kepler-1824 b,3393,6.26 Earths,14.976,2021
Kepler-1825 b,1403,2.61 Earths,14.605,2021
Kepler-1826 b,1099,2.78 Earths,16.83,2021
Kepler-1827 b,2239,4.1 Earths,13.228,2021
Kepler-1828 b,2844,5.13 Earths,14.985,2021
Kepler-1829 b,2218,6.71 Earths,15.218,2021
Kepler-182 b,5053,7.18 Earths,14.942,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-1830 b,3448,11.1 Earths,13.605,2021
Kepler-1831 b,3436,4.54 Earths,15.158,2021
Kepler-1832 b,1586,2.02 Earths,14.577,2021
Kepler-1833 b,1930,2.24 Earths,12.645,2021
Kepler-1834 b,1632,2.73 Earths,15.18,2021
Kepler-1835 b,4581,12.2 Earths,15.615,2021
Kepler-1836 b,4804,7.05 Earths,15.558,2021
Kepler-1837 b,4010,4.92 Earths,15.48,2021
Kepler-1838 b,1472,3.4 Earths,11.443,2021
Kepler-1839 b,3708,4.46 Earths,14.935,2021
Kepler-1819 b,4447,14.5 Earths,15.489,2021
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-1820 b,4650,9.9 Earths,15.759,2021
Kepler-1821 b,2609,7.24 Earths,14.795,2021
Kepler-1822 b,2928,7.5 Earths,15.804,2021
Kepler-1823 b,2365,5 Earths,13.477,2021
Kepler-1824 b,3393,6.26 Earths,14.976,2021
Kepler-1825 b,1403,2.61 Earths,14.605,2021
Kepler-1826 b,1099,2.78 Earths,16.83,2021
Kepler-1827 b,2239,4.1 Earths,13.228,2021
Kepler-1828 b,2844,5.13 Earths,14.985,2021
Kepler-1829 b,2218,6.71 Earths,15.218,2021
Kepler-182 b,5053,7.18 Earths,14.942,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-1830 b,3448,11.1 Earths,13.605,2021
Kepler-1831 b,3436,4.54 Earths,15.158,2021
Kepler-1832 b,1586,2.02 Earths,14.577,2021
Kepler-1833 b,1930,2.24 Earths,12.645,2021
Kepler-1834 b,1632,2.73 Earths,15.18,2021
Kepler-1835 b,4581,12.2 Earths,15.615,2021
Kepler-1836 b,4804,7.05 Earths,15.558,2021
Kepler-1837 b,4010,4.92 Earths,15.48,2021
Kepler-1838 b,1472,3.4 Earths,11.443,2021
Kepler-1839 b,3708,4.46 Earths,14.935,2021
Kepler-1819 b,4447,14.5 Earths,15.489,2021
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-1820 b,4650,9.9 Earths,15.759,2021
Kepler-1821 b,2609,7.24 Earths,14.795,2021
Kepler-1822 b,2928,7.5 Earths,15.804,2021
Kepler-1823 b,2365,5 Earths,13.477,2021
Kepler-1824 b,3393,6.26 Earths,14.976,2021
Kepler-1825 b,1403,2.61 Earths,14.605,2021
Kepler-1826 b,1099,2.78 Earths,16.83,2021
Kepler-1827 b,2239,4.1 Earths,13.228,2021
Kepler-1828 b,2844,5.13 Earths,14.985,2021
Kepler-1829 b,2218,6.71 Earths,15.218,2021
Kepler-182 b,5053,7.18 Earths,14.942,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-1830 b,3448,11.1 Earths,13.605,2021
Kepler-1831 b,3436,4.54 Earths,15.158,2021
Kepler-1832 b,1586,2.02 Earths,14.577,2021
Kepler-1833 b,1930,2.24 Earths,12.645,2021
Kepler-1834 b,1632,2.73 Earths,15.18,2021
Kepler-1835 b,4581,12.2 Earths,15.615,2021
Kepler-1836 b,4804,7.05 Earths,15.558,2021
Kepler-1837 b,4010,4.92 Earths,15.48,2021
Kepler-1838 b,1472,3.4 Earths,11.443,2021
Kepler-1839 b,3708,4.46 Earths,14.935,2021
Kepler-183 b,3427,4.9 Earths,14.993,2014
Kepler-183 c,3427,35.7 Earths,14.993,2014
Kepler-1840 b,1674,8.13 Earths,15.192,2021
Kepler-1841 b,2061,2.82 Earths,14.855,2021
Kepler-1842 b,3013,6.14 Earths,14.746,2021
Kepler-1843 b,2559,7.8 Earths,13.086,2021
Kepler-1844 b,5886,9.46 Earths,15.995,2021
Kepler-1845 b,2318,6.52 Earths,16.117,2021
Kepler-1846 b,1222,3.76 Earths,14.412,2021
Kepler-1847 b,5525,7.97 Earths,16.027,2021
Kepler-1848 b,1010,2.57 Earths,13.887,2021
Kepler-1849 b,2061,6.29 Earths,15.997,2021
Kepler-184 b,1991,6.17 Earths,14.42,2014
Kepler-184 c,1991,8.8 Earths,14.42,2014
Kepler-184 d,1991,6.76 Earths,14.42,2014
Kepler-1850 b,816,0.313 Earths,14.44,2021
Kepler-1851 b,5186,14.5 Earths,15.699,2021
Kepler-1852 b,2520,4.22 Earths,15.726,2021
Kepler-1853 b,1834,2.92 Earths,15.229,2021
Kepler-1854 b,1381,7.21 Earths,14.381,2021
Kepler-1855 b,,1.96 Earths,16.556,2021
Kepler-1856 b,2769,3.66 Earths,15.621,2021
Kepler-1857 b,2783,4.5 Earths,14.36,2021
Kepler-1858 b,2717,6.44 Earths,15.959,2021
Kepler-1859 b,4343,3.13 Earths,15.178,2021
Kepler-183 b,3427,4.9 Earths,14.993,2014
Kepler-183 c,3427,35.7 Earths,14.993,2014
Kepler-1840 b,1674,8.13 Earths,15.192,2021
Kepler-1841 b,2061,2.82 Earths,14.855,2021
Kepler-1842 b,3013,6.14 Earths,14.746,2021
Kepler-1843 b,2559,7.8 Earths,13.086,2021
Kepler-1844 b,5886,9.46 Earths,15.995,2021
Kepler-1845 b,2318,6.52 Earths,16.117,2021
Kepler-1846 b,1222,3.76 Earths,14.412,2021
Kepler-1847 b,5525,7.97 Earths,16.027,2021
Kepler-1848 b,1010,2.57 Earths,13.887,2021
Kepler-1849 b,2061,6.29 Earths,15.997,2021
Kepler-184 b,1991,6.17 Earths,14.42,2014
Kepler-184 c,1991,8.8 Earths,14.42,2014
Kepler-184 d,1991,6.76 Earths,14.42,2014
Kepler-1850 b,816,0.313 Earths,14.44,2021
Kepler-1851 b,5186,14.5 Earths,15.699,2021
Kepler-1852 b,2520,4.22 Earths,15.726,2021
Kepler-1853 b,1834,2.92 Earths,15.229,2021
Kepler-1854 b,1381,7.21 Earths,14.381,2021
Kepler-1855 b,,1.96 Earths,16.556,2021
Kepler-1856 b,2769,3.66 Earths,15.621,2021
Kepler-1857 b,2783,4.5 Earths,14.36,2021
Kepler-1858 b,2717,6.44 Earths,15.959,2021
Kepler-1859 b,4343,3.13 Earths,15.178,2021
Kepler-183 b,3427,4.9 Earths,14.993,2014
Kepler-183 c,3427,35.7 Earths,14.993,2014
Kepler-1840 b,1674,8.13 Earths,15.192,2021
Kepler-1841 b,2061,2.82 Earths,14.855,2021
Kepler-1842 b,3013,6.14 Earths,14.746,2021
Kepler-1843 b,2559,7.8 Earths,13.086,2021
Kepler-1844 b,5886,9.46 Earths,15.995,2021
Kepler-1845 b,2318,6.52 Earths,16.117,2021
Kepler-1846 b,1222,3.76 Earths,14.412,2021
Kepler-1847 b,5525,7.97 Earths,16.027,2021
Kepler-1848 b,1010,2.57 Earths,13.887,2021
Kepler-1849 b,2061,6.29 Earths,15.997,2021
Kepler-184 b,1991,6.17 Earths,14.42,2014
Kepler-184 c,1991,8.8 Earths,14.42,2014
Kepler-184 d,1991,6.76 Earths,14.42,2014
Kepler-1850 b,816,0.313 Earths,14.44,2021
Kepler-1851 b,5186,14.5 Earths,15.699,2021
Kepler-1852 b,2520,4.22 Earths,15.726,2021
Kepler-1853 b,1834,2.92 Earths,15.229,2021
Kepler-1854 b,1381,7.21 Earths,14.381,2021
Kepler-1855 b,,1.96 Earths,16.556,2021
Kepler-1856 b,2769,3.66 Earths,15.621,2021
Kepler-1857 b,2783,4.5 Earths,14.36,2021
Kepler-1858 b,2717,6.44 Earths,15.959,2021
Kepler-1859 b,4343,3.13 Earths,15.178,2021
Kepler-222 d,2475,13.2 Earths,15.407,2014
Kepler-223 b,6066,7.4 Earths,15.69,2014
Kepler-223 c,6066,5.1 Earths,15.69,2014
Kepler-223 d,6066,8 Earths,15.69,2014
Kepler-223 e,6066,4.8 Earths,15.69,2014
Kepler-224 b,2551,2.51 Earths,15.801,2014
Kepler-224 c,2551,9.91 Earths,15.801,2014
Kepler-224 d,2551,5.9 Earths,15.801,2014
Kepler-224 e,2551,4.54 Earths,15.801,2014
Kepler-225 b,1830,1.87 Earths,16.294,2014
Kepler-225 c,1830,4.04 Earths,16.294,2014
Kepler-226 b,3197,24 Earths,15.563,2014
Kepler-226 c,3197,0.142 Jupiters,15.563,2014
Kepler-226 d,3197,1.98 Earths,15.563,2014
Kepler-227 b,3533,9.85 Earths,15.623,2014
Kepler-227 c,3533,9.48 Earths,15.623,2014
Kepler-228 b,5365,2.96 Earths,15.902,2014
Kepler-228 c,5365,7.75 Earths,15.902,2014
Kepler-228 d,5365,15.4 Earths,15.902,2014
Kepler-229 b,2695,5.48 Earths,16.22,2014
Kepler-229 c,2695,21.5 Earths,16.22,2014
Kepler-229 d,2695,14.2 Earths,16.22,2014
Kepler-22 b,635,36 Earths,11.751,2011
Kepler-230 b,2416,16.8 Earths,15.264,2014
Kepler-230 c,2416,4.82 Earths,15.264,2014
Kepler-231 b,1033,35.4 Earths,15.813,2014
Kepler-231 c,1033,24.1 Earths,15.813,2014
Kepler-232 b,4401,9.69 Earths,15.565,2014
Kepler-232 c,4401,14 Earths,15.565,2014
Kepler-233 b,2794,6.48 Earths,15.477,2014
Kepler-233 c,2794,7.8 Earths,15.477,2014
Kepler-234 b,5653,13.2 Earths,15.747,2014
Kepler-234 c,5653,12.1 Earths,15.747,2014
Kepler-235 b,1396,5.6 Earths,16.567,2014
Kepler-235 c,1396,2.18 Earths,16.567,2014
Kepler-235 d,1396,4.86 Earths,16.567,2014
Kepler-235 e,1396,5.56 Earths,16.567,2014
Kepler-236 b,942,3.09 Earths,16.014,2014
Kepler-236 c,942,4.66 Earths,16.014,2014
Kepler-237 b,2146,2.57 Earths,15.689,2014
Kepler-237 c,2146,4.98 Earths,15.689,2014
Kepler-238 b,5868,3.64 Earths,15.297,2014
Kepler-238 c,5868,6.3 Earths,15.297,2014
Kepler-238 d,5868,9.64 Earths,15.297,2014
Kepler-238 e,5868,0.534 Jupiters,15.297,2013
Kepler-238 f,5868,13.5 Earths,15.297,2013
Kepler-239 b,2114,6.04 Earths,15.252,2014
Kepler-239 c,2114,6.85 Earths,15.252,2014
Kepler-23 b,2726,0.8 Jupiters,13.567,2011
Kepler-23 c,2726,2.7 Jupiters,13.567,2011
Kepler-23 d,2726,17.6 Earths,13.567,2014
Kepler-240 b,2436,2.45 Earths,15.953,2014
Kepler-240 c,2436,0.322 Jupiters,15.953,2014
Kepler-241 b,1670,6.04 Earths,15.708,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-245 b,2810,7.13 Earths,15.546,2014
Kepler-245 c,2810,0.71 Jupiters,15.546,2014
Kepler-245 d,2810,21.6 Earths,15.546,2014
Kepler-245 e,2810,3.71 Earths,15.546,2016
Kepler-246 b,2042,6.08 Earths,15.197,2014
Kepler-246 c,2042,2.86 Earths,15.197,2014
Kepler-247 b,2165,3.33 Earths,15.199,2014
Kepler-247 c,2165,15.7 Earths,15.199,2014
Kepler-247 d,2165,14.7 Earths,15.199,2014
Kepler-248 b,2410,9.38 Earths,15.506,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
